display,sentence,target word,cloze probability,Log Hal Frequency,Phonological Neighbors,Semantic Neighborhood Density,Response Entropy,densityA,densityB,full_sentence,iti_dur_ms,trial_dur_ms,ShowProgressBar,randomise_blocks
trial,He used his skateboard to grind along the ,rails,0.38,7.54,28,0.57,3.1,\N,\N,He used his skateboard to grind along the rails,500.0,10000.0,0.0,346
break,,,,,,,,,,,,,1.0,346
trial,"Instead of a purebred dog, John chose a ",mutt,0.89,6.09,29,0.35,0.93,1,26,"Instead of a purebred dog, John chose a mutt",500.0,10000.0,0.0,346
end,,,,,,,,,,,,,,346
instructions,,,,,,,,,,,,,,347
trial,"Instead of a purebred dog, John chose a ",mutt,0.89,6.09,29,0.35,0.93,1,26,"Instead of a purebred dog, John chose a mutt",500.0,10000.0,0.0,347
break,,,,,,,,,,,,,1.0,347
trial,The dog was adorable even though he was a ,mutt,0.58,6.09,29,0.35,2.84,1,26,The dog was adorable even though he was a mutt,500.0,10000.0,0.0,347
break,,,,,,,,,,,,,1.0,347
trial,"During the sailing regatta, Lilly found holes in the ",sail,0.5,8.18,40,0.59,1.81,56,27,"During the sailing regatta, Lilly found holes in the sail",500.0,10000.0,0.0,347
end,,,,,,,,,,,,,,347
instructions,,,,,,,,,,,,,,348
trial,"During the sailing regatta, Lilly found holes in the ",sail,0.5,8.18,40,0.59,1.81,56,27,"During the sailing regatta, Lilly found holes in the sail",500.0,10000.0,0.0,348
break,,,,,,,,,,,,,1.0,348
trial,The best way to travel at sea is to ,sail,0.43,8.18,40,0.59,2.79,56,27,The best way to travel at sea is to sail,500.0,10000.0,0.0,348
break,,,,,,,,,,,,,1.0,348
trial,"To prevent drifting, Mark secured the boat with the ",anchor,0.49,7.93,2,0.61,1.3,15,2,"To prevent drifting, Mark secured the boat with the anchor",500.0,10000.0,0.0,348
end,,,,,,,,,,,,,,348
instructions,,,,,,,,,,,,,,349
trial,"To prevent drifting, Mark secured the boat with the ",anchor,0.49,7.93,2,0.61,1.3,15,2,"To prevent drifting, Mark secured the boat with the anchor",500.0,10000.0,0.0,349
break,,,,,,,,,,,,,1.0,349
trial,The couple realized they needed new crystal ,glasses,0.36,9.05,2,0.57,3.45,\N,\N,The couple realized they needed new crystal glasses,500.0,10000.0,0.0,349
break,,,,,,,,,,,,,1.0,349
trial,During the battle all of the sailors fled the ,ship,0.37,10.85,20,0.66,3.17,83,19,During the battle all of the sailors fled the ship,500.0,10000.0,0.0,349
end,,,,,,,,,,,,,,349
instructions,,,,,,,,,,,,,,350
trial,During the battle all of the sailors fled the ,ship,0.37,10.85,20,0.66,3.17,83,19,During the battle all of the sailors fled the ship,500.0,10000.0,0.0,350
break,,,,,,,,,,,,,1.0,350
trial,She brewed his coffee and served it in a ,mug,0.63,7.40,21,0.36,1.51,1,19,She brewed his coffee and served it in a mug,500.0,10000.0,0.0,350
break,,,,,,,,,,,,,1.0,350
trial,When sailing one must be mindful of the ,wind,0.67,10.07,14,0.65,2.0,63,8,When sailing one must be mindful of the wind,500.0,10000.0,0.0,350
end,,,,,,,,,,,,,,350
instructions,,,,,,,,,,,,,,351
trial,When sailing one must be mindful of the ,wind,0.67,10.07,14,0.65,2.0,63,8,When sailing one must be mindful of the wind,500.0,10000.0,0.0,351
break,,,,,,,,,,,,,1.0,351
trial,The soldier was outstanding until he went ,awol,0.48,\N,\N,\N,2.88,1,0,The soldier was outstanding until he went awol,500.0,10000.0,0.0,351
break,,,,,,,,,,,,,1.0,351
trial,"When spring arrived, Tom uncovered the chairs on the ",patio,0.42,6.55,2,0.44,2.07,2,0,"When spring arrived, Tom uncovered the chairs on the patio",500.0,10000.0,0.0,351
end,,,,,,,,,,,,,,351
instructions,,,,,,,,,,,,,,352
trial,"When spring arrived, Tom uncovered the chairs on the ",patio,0.42,6.55,2,0.44,2.07,2,0,"When spring arrived, Tom uncovered the chairs on the patio",500.0,10000.0,0.0,352
break,,,,,,,,,,,,,1.0,352
trial,The baby played with his rubber duck in the ,tub,0.46,7.86,16,0.45,1.78,13,16,The baby played with his rubber duck in the tub,500.0,10000.0,0.0,352
break,,,,,,,,,,,,,1.0,352
trial,The cruise ship had a water slide on the ,deck,0.8,10.27,21,0.61,1.3,23,19,The cruise ship had a water slide on the deck,500.0,10000.0,0.0,352
end,,,,,,,,,,,,,,352
instructions,,,,,,,,,,,,,,353
trial,The cruise ship had a water slide on the ,deck,0.8,10.27,21,0.61,1.3,23,19,The cruise ship had a water slide on the deck,500.0,10000.0,0.0,353
break,,,,,,,,,,,,,1.0,353
trial,"Since he was covered in dirt, Frank decided to ",shower,0.45,8.84,14,0.56,2.21,15,6,"Since he was covered in dirt, Frank decided to shower",500.0,10000.0,0.0,353
break,,,,,,,,,,,,,1.0,353
trial,The manager thought Cheryl was the right person to ,hire,0.42,9.38,22,0.59,3.08,15,16,The manager thought Cheryl was the right person to hire,500.0,10000.0,0.0,353
end,,,,,,,,,,,,,,353
instructions,,,,,,,,,,,,,,354
trial,The manager thought Cheryl was the right person to ,hire,0.42,9.38,22,0.59,3.08,15,16,The manager thought Cheryl was the right person to hire,500.0,10000.0,0.0,354
break,,,,,,,,,,,,,1.0,354
trial,Fran's boss thought David was good enough to ,promote,0.45,9.44,0,0.65,2.34,32,0,Fran's boss thought David was good enough to promote,500.0,10000.0,0.0,354
break,,,,,,,,,,,,,1.0,354
trial,"To maximize profits, the companies decided to ",merge,0.37,8.21,8,0.58,3.57,10,7,"To maximize profits, the companies decided to merge",500.0,10000.0,0.0,354
end,,,,,,,,,,,,,,354
instructions,,,,,,,,,,,,,,355
trial,"To maximize profits, the companies decided to ",merge,0.37,8.21,8,0.58,3.57,10,7,"To maximize profits, the companies decided to merge",500.0,10000.0,0.0,355
break,,,,,,,,,,,,,1.0,355
trial,"Ali disliked her boss, a man she had come to ",hate,0.34,10.70,26,0.59,2.93,42,21,"Ali disliked her boss, a man she had come to hate",500.0,10000.0,0.0,355
break,,,,,,,,,,,,,1.0,355
trial,The farmer ran out of bacon and slaughtered the ,pig,0.88,8.76,20,0.59,0.72,8,18,The farmer ran out of bacon and slaughtered the pig,500.0,10000.0,0.0,355
end,,,,,,,,,,,,,,355
instructions,,,,,,,,,,,,,,356
trial,The farmer ran out of bacon and slaughtered the ,pig,0.88,8.76,20,0.59,0.72,8,18,The farmer ran out of bacon and slaughtered the pig,500.0,10000.0,0.0,356
break,,,,,,,,,,,,,1.0,356
trial,The farmers won a blue ribbon for their fat ,pig,0.62,8.76,20,0.59,1.99,8,18,The farmers won a blue ribbon for their fat pig,500.0,10000.0,0.0,356
break,,,,,,,,,,,,,1.0,356
trial,"Bored in school, the student asked to skip a ",class,0.52,11.45,11,0.68,1.86,207,10,"Bored in school, the student asked to skip a class",500.0,10000.0,0.0,356
end,,,,,,,,,,,,,,356
instructions,,,,,,,,,,,,,,357
trial,"Bored in school, the student asked to skip a ",class,0.52,11.45,11,0.68,1.86,207,10,"Bored in school, the student asked to skip a class",500.0,10000.0,0.0,357
break,,,,,,,,,,,,,1.0,357
trial,Lee wouldn't get allowance if she didn't finish her ,chores,0.67,6.83,17,0.43,1.32,\N,\N,Lee wouldn't get allowance if she didn't finish her chores,500.0,10000.0,0.0,357
break,,,,,,,,,,,,,1.0,357
trial,Kristin did not like the healthy smoothie's ,taste,0.62,9.89,18,0.61,1.82,59,8,Kristin did not like the healthy smoothie's taste,500.0,10000.0,0.0,357
end,,,,,,,,,,,,,,357
instructions,,,,,,,,,,,,,,358
trial,Kristin did not like the healthy smoothie's ,taste,0.62,9.89,18,0.61,1.82,59,8,Kristin did not like the healthy smoothie's taste,500.0,10000.0,0.0,358
break,,,,,,,,,,,,,1.0,358
trial,The mare was very protective of her ,foal,0.39,5.57,36,0.37,2.86,2,28,The mare was very protective of her foal,500.0,10000.0,0.0,358
break,,,,,,,,,,,,,1.0,358
trial,"After hours of hiking, Britt had worn out her ",shoes,0.54,9.36,21,0.60,2.41,\N,\N,"After hours of hiking, Britt had worn out her shoes",500.0,10000.0,0.0,358
end,,,,,,,,,,,,,,358
instructions,,,,,,,,,,,,,,359
trial,"After hours of hiking, Britt had worn out her ",shoes,0.54,9.36,21,0.60,2.41,\N,\N,"After hours of hiking, Britt had worn out her shoes",500.0,10000.0,0.0,359
break,,,,,,,,,,,,,1.0,359
trial,Because of diet and exercise the woman was quite ,fit,0.42,10.66,28,0.65,2.51,75,25,Because of diet and exercise the woman was quite fit,500.0,10000.0,0.0,359
break,,,,,,,,,,,,,1.0,359
trial,Holly was disappointed that her pants no longer ,fit,0.91,10.66,28,0.65,0.64,75,25,Holly was disappointed that her pants no longer fit,500.0,10000.0,0.0,359
end,,,,,,,,,,,,,,359
instructions,,,,,,,,,,,,,,360
trial,Holly was disappointed that her pants no longer ,fit,0.91,10.66,28,0.65,0.64,75,25,Holly was disappointed that her pants no longer fit,500.0,10000.0,0.0,360
break,,,,,,,,,,,,,1.0,360
trial,"The wedding dress was too small, and refused to ",fit,0.38,10.66,28,0.65,2.95,75,25,"The wedding dress was too small, and refused to fit",500.0,10000.0,0.0,360
break,,,,,,,,,,,,,1.0,360
trial,Derek planned to lift weights every day to get ,strong,0.31,11.15,4,0.69,2.66,202,2,Derek planned to lift weights every day to get strong,500.0,10000.0,0.0,360
end,,,,,,,,,,,,,,360
instructions,,,,,,,,,,,,,,361
trial,Derek planned to lift weights every day to get ,strong,0.31,11.15,4,0.69,2.66,202,2,Derek planned to lift weights every day to get strong,500.0,10000.0,0.0,361
break,,,,,,,,,,,,,1.0,361
trial,"After seeing the bill, Ruth forgot to ",pay,0.65,11.80,27,0.66,1.98,172,20,"After seeing the bill, Ruth forgot to pay",500.0,10000.0,0.0,361
break,,,,,,,,,,,,,1.0,361
trial,She had worked out that day and was very ,tired,0.62,9.86,10,0.58,1.95,48,0,She had worked out that day and was very tired,500.0,10000.0,0.0,361
end,,,,,,,,,,,,,,361
instructions,,,,,,,,,,,,,,362
trial,She had worked out that day and was very ,tired,0.62,9.86,10,0.58,1.95,48,0,She had worked out that day and was very tired,500.0,10000.0,0.0,362
break,,,,,,,,,,,,,1.0,362
trial,Mary missed Ellen's birthday party because she was ,sick,0.62,10.00,29,0.60,2.29,51,23,Mary missed Ellen's birthday party because she was sick,500.0,10000.0,0.0,362
break,,,,,,,,,,,,,1.0,362
trial,"While pregnant, any strong odor made Viola ",sick,0.35,10.00,29,0.60,2.86,51,23,"While pregnant, any strong odor made Viola sick",500.0,10000.0,0.0,362
end,,,,,,,,,,,,,,362
instructions,,,,,,,,,,,,,,363
trial,"While pregnant, any strong odor made Viola ",sick,0.35,10.00,29,0.60,2.86,51,23,"While pregnant, any strong odor made Viola sick",500.0,10000.0,0.0,363
break,,,,,,,,,,,,,1.0,363
trial,Nicole spent the day watching TV when she was ,sick,0.62,10.00,29,0.60,2.09,51,23,Nicole spent the day watching TV when she was sick,500.0,10000.0,0.0,363
break,,,,,,,,,,,,,1.0,363
trial,After three hours on the boat the boy got ,sick,0.5,10.00,29,0.60,2.29,51,23,After three hours on the boat the boy got sick,500.0,10000.0,0.0,363
end,,,,,,,,,,,,,,363
instructions,,,,,,,,,,,,,,364
trial,After three hours on the boat the boy got ,sick,0.5,10.00,29,0.60,2.29,51,23,After three hours on the boat the boy got sick,500.0,10000.0,0.0,364
break,,,,,,,,,,,,,1.0,364
trial,Leah claimed that the fanatic was not mentally ,ill,0.34,9.31,20,0.64,3.09,39,15,Leah claimed that the fanatic was not mentally ill,500.0,10000.0,0.0,364
break,,,,,,,,,,,,,1.0,364
trial,A week after the marathon Bailey's legs were still ,sore,0.72,8.12,33,0.43,1.94,\N,\N,A week after the marathon Bailey's legs were still sore,500.0,10000.0,0.0,364
end,,,,,,,,,,,,,,364
instructions,,,,,,,,,,,,,,365
trial,A week after the marathon Bailey's legs were still ,sore,0.72,8.12,33,0.43,1.94,\N,\N,A week after the marathon Bailey's legs were still sore,500.0,10000.0,0.0,365
break,,,,,,,,,,,,,1.0,365
trial,The screaming little girl made the sitter very ,nervous,0.33,8.81,2,0.59,3.21,24,3,The screaming little girl made the sitter very nervous,500.0,10000.0,0.0,365
break,,,,,,,,,,,,,1.0,365
trial,That boy is always saying he'll someday be ,famous,0.31,9.77,0,0.68,3.42,89,0,That boy is always saying he'll someday be famous,500.0,10000.0,0.0,365
end,,,,,,,,,,,,,,365
instructions,,,,,,,,,,,,,,366
trial,That boy is always saying he'll someday be ,famous,0.31,9.77,0,0.68,3.42,89,0,That boy is always saying he'll someday be famous,500.0,10000.0,0.0,366
break,,,,,,,,,,,,,1.0,366
trial,His grandmother reminded him to use plenty of ,soap,0.42,8.99,21,0.60,3.36,22,17,His grandmother reminded him to use plenty of soap,500.0,10000.0,0.0,366
break,,,,,,,,,,,,,1.0,366
trial,One cause of diabetes may be drinking too much ,soda,0.67,8.12,5,0.55,1.94,3,2,One cause of diabetes may be drinking too much soda,500.0,10000.0,0.0,366
end,,,,,,,,,,,,,,366
instructions,,,,,,,,,,,,,,367
trial,One cause of diabetes may be drinking too much ,soda,0.67,8.12,5,0.55,1.94,3,2,One cause of diabetes may be drinking too much soda,500.0,10000.0,0.0,367
break,,,,,,,,,,,,,1.0,367
trial,The waitress wiped the table with a damp ,cloth,0.76,9.32,6,0.58,0.91,43,2,The waitress wiped the table with a damp cloth,500.0,10000.0,0.0,367
break,,,,,,,,,,,,,1.0,367
trial,Cameron cleaned the spilled milk with a clean ,cloth,0.33,9.32,6,0.58,1.89,43,2,Cameron cleaned the spilled milk with a clean cloth,500.0,10000.0,0.0,367
end,,,,,,,,,,,,,,367
instructions,,,,,,,,,,,,,,368
trial,Cameron cleaned the spilled milk with a clean ,cloth,0.33,9.32,6,0.58,1.89,43,2,Cameron cleaned the spilled milk with a clean cloth,500.0,10000.0,0.0,368
break,,,,,,,,,,,,,1.0,368
trial,"At odds with the referee, Kyle was easy to ",anger,0.33,9.06,2,0.60,4.22,48,2,"At odds with the referee, Kyle was easy to anger",500.0,10000.0,0.0,368
break,,,,,,,,,,,,,1.0,368
trial,Under his cap the lawyer sported a bald ,spot,0.5,9.86,11,0.65,1.68,57,10,Under his cap the lawyer sported a bald spot,500.0,10000.0,0.0,368
end,,,,,,,,,,,,,,368
instructions,,,,,,,,,,,,,,369
trial,Under his cap the lawyer sported a bald ,spot,0.5,9.86,11,0.65,1.68,57,10,Under his cap the lawyer sported a bald spot,500.0,10000.0,0.0,369
break,,,,,,,,,,,,,1.0,369
trial,It's dangerous when cars get stuck on a train ,track,0.98,10.73,8,0.67,0.14,38,7,It's dangerous when cars get stuck on a train track,500.0,10000.0,0.0,369
break,,,,,,,,,,,,,1.0,369
trial,The little girl thought that the brussel sprouts were ,gross,0.36,9.03,13,0.60,3.6,66,9,The little girl thought that the brussel sprouts were gross,500.0,10000.0,0.0,369
end,,,,,,,,,,,,,,369
instructions,,,,,,,,,,,,,,370
trial,The little girl thought that the brussel sprouts were ,gross,0.36,9.03,13,0.60,3.6,66,9,The little girl thought that the brussel sprouts were gross,500.0,10000.0,0.0,370
break,,,,,,,,,,,,,1.0,370
trial,The lion wasn't full,cub,0.86,7.18,17,0.50,0.88,1,17,The lion wasn't fullcub,500.0,10000.0,0.0,370
break,,,,,,,,,,,,,1.0,370
trial,It is difficult for any large business to ,succeed,0.33,9.00,0,0.61,3.69,15,0,It is difficult for any large business to succeed,500.0,10000.0,0.0,370
end,,,,,,,,,,,,,,370
instructions,,,,,,,,,,,,,,371
trial,It is difficult for any large business to ,succeed,0.33,9.00,0,0.61,3.69,15,0,It is difficult for any large business to succeed,500.0,10000.0,0.0,371
break,,,,,,,,,,,,,1.0,371
trial,"For Halloween, the boy dressed as a ghastly ",ghost,0.31,9.29,12,0.63,3.14,11,9,"For Halloween, the boy dressed as a ghastly ghost",500.0,10000.0,0.0,371
break,,,,,,,,,,,,,1.0,371
trial,Elizabeth was shaking because she thought she saw a ,ghost,0.4,9.29,12,0.63,3.35,11,9,Elizabeth was shaking because she thought she saw a ghost,500.0,10000.0,0.0,371
end,,,,,,,,,,,,,,371
instructions,,,,,,,,,,,,,,372
trial,Elizabeth was shaking because she thought she saw a ,ghost,0.4,9.29,12,0.63,3.35,11,9,Elizabeth was shaking because she thought she saw a ghost,500.0,10000.0,0.0,372
break,,,,,,,,,,,,,1.0,372
trial,Nigel's home was haunted by a vengeful ,ghost,0.64,9.29,12,0.63,1.44,11,9,Nigel's home was haunted by a vengeful ghost,500.0,10000.0,0.0,372
break,,,,,,,,,,,,,1.0,372
trial,The daughter refused to sleep because she saw a ,ghost,0.43,9.29,12,0.63,2.56,11,9,The daughter refused to sleep because she saw a ghost,500.0,10000.0,0.0,372
end,,,,,,,,,,,,,,372
instructions,,,,,,,,,,,,,,373
trial,The daughter refused to sleep because she saw a ,ghost,0.43,9.29,12,0.63,2.56,11,9,The daughter refused to sleep because she saw a ghost,500.0,10000.0,0.0,373
break,,,,,,,,,,,,,1.0,373
trial,Little Amelia's favorite toy was her hula ,hoop,0.99,7.15,20,0.44,0.08,3,15,Little Amelia's favorite toy was her hula hoop,500.0,10000.0,0.0,373
break,,,,,,,,,,,,,1.0,373
trial,The woman's earring was a small silver ,hoop,0.32,7.15,20,0.44,3.58,3,15,The woman's earring was a small silver hoop,500.0,10000.0,0.0,373
end,,,,,,,,,,,,,,373
instructions,,,,,,,,,,,,,,374
trial,The woman's earring was a small silver ,hoop,0.32,7.15,20,0.44,3.58,3,15,The woman's earring was a small silver hoop,500.0,10000.0,0.0,374
break,,,,,,,,,,,,,1.0,374
trial,The elementary school girl loved to hula ,hoop,0.83,7.15,20,0.44,0.71,3,15,The elementary school girl loved to hula hoop,500.0,10000.0,0.0,374
break,,,,,,,,,,,,,1.0,374
trial,Terry thought the shirt was bland because it was ,white,0.44,11.92,8,0.69,3.13,365,7,Terry thought the shirt was bland because it was white,500.0,10000.0,0.0,374
end,,,,,,,,,,,,,,374
instructions,,,,,,,,,,,,,,375
trial,Terry thought the shirt was bland because it was ,white,0.44,11.92,8,0.69,3.13,365,7,Terry thought the shirt was bland because it was white,500.0,10000.0,0.0,375
break,,,,,,,,,,,,,1.0,375
trial,The old vampire's tactic is to bite and ,suck,0.68,9.53,26,0.45,1.93,5,20,The old vampire's tactic is to bite and suck,500.0,10000.0,0.0,375
break,,,,,,,,,,,,,1.0,375
trial,Tiffany was grossed out at the sight of the ,blood,0.43,10.86,7,0.66,3.8,121,6,Tiffany was grossed out at the sight of the blood,500.0,10000.0,0.0,375
end,,,,,,,,,,,,,,375
instructions,,,,,,,,,,,,,,376
trial,Tiffany was grossed out at the sight of the ,blood,0.43,10.86,7,0.66,3.8,121,6,Tiffany was grossed out at the sight of the blood,500.0,10000.0,0.0,376
break,,,,,,,,,,,,,1.0,376
trial,"As boss, Colin had many people he wanted to ",fire,0.56,11.05,21,0.68,2.84,187,18,"As boss, Colin had many people he wanted to fire",500.0,10000.0,0.0,376
break,,,,,,,,,,,,,1.0,376
trial,Even though it was wet they tried lighting the ,fire,0.31,11.05,21,0.68,3.03,187,18,Even though it was wet they tried lighting the fire,500.0,10000.0,0.0,376
end,,,,,,,,,,,,,,376
instructions,,,,,,,,,,,,,,377
trial,Even though it was wet they tried lighting the ,fire,0.31,11.05,21,0.68,3.03,187,18,Even though it was wet they tried lighting the fire,500.0,10000.0,0.0,377
break,,,,,,,,,,,,,1.0,377
trial,Luke tried to be silent but he had to ,speak,0.34,10.89,10,0.64,3.25,110,9,Luke tried to be silent but he had to speak,500.0,10000.0,0.0,377
break,,,,,,,,,,,,,1.0,377
trial,Kate played alone as she was excluded by her ,friends,0.42,11.26,1,0.68,2.72,\N,\N,Kate played alone as she was excluded by her friends,500.0,10000.0,0.0,377
end,,,,,,,,,,,,,,377
instructions,,,,,,,,,,,,,,378
trial,Kate played alone as she was excluded by her ,friends,0.42,11.26,1,0.68,2.72,\N,\N,Kate played alone as she was excluded by her friends,500.0,10000.0,0.0,378
break,,,,,,,,,,,,,1.0,378
trial,"When the musicians played, they always kept the ",beat,0.49,10.41,37,0.65,2.94,68,26,"When the musicians played, they always kept the beat",500.0,10000.0,0.0,378
break,,,,,,,,,,,,,1.0,378
trial,Preston thought the song had quite a catchy ,tune,0.52,9.41,24,0.61,2.25,10,23,Preston thought the song had quite a catchy tune,500.0,10000.0,0.0,378
